,ENCODED_MCT,MCT_BSE_AR,MCT_NM,MCT_BRD_NUM,MCT_SIGUNGU_NM,HPSN_MCT_ZCD_NM,HPSN_MCT_BZN_CD_NM,ARE_D,MCT_ME_D,url
133,66FA72C189,서울특별시 성동구 둘레5길 15,지성**,,서울 성동구,백반/가정식,성수,20081103,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%91%98%EB%A0%885%EA%B8%B8%2015/place/20865111?c=15.00,0,0,0,dh&isCorrectAnswer=true"
134,81FB160AA4,서울특별시 성동구 뚝섬로 404,풍년**,,서울 성동구,미곡상,성수,20070710,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%9A%9D%EC%84%AC%EB%A1%9C%20404/place/1822037670?c=15.00,0,0,0,dh&isCorrectAnswer=true"
135,6D19A5E92A,서울특별시 성동구 뚝섬로 404,중국*,,서울 성동구,중식당,성수,20070808,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%9A%9D%EC%84%AC%EB%A1%9C%20404/place/18788682?c=15.00,0,0,0,dh&isCorrectAnswer=true"
136,721715F255,서울특별시 성동구 마장로 137,퍼멘*****,,서울 성동구,베이커리,,20200831,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%9E%A5%EB%A1%9C%20137/place/1947252241?c=15.00,0,0,0,dh&isCorrectAnswer=true"
137,43F46BD63A,서울특별시 성동구 마장로 192,수원**,,서울 성동구,한식-육류/고기,,20130605,,-
138,0400611A92,서울특별시 성동구 마장로 199,겨울**,,서울 성동구,백반/가정식,,20131031,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%9E%A5%EB%A1%9C%20199/place/1928218630?c=15.00,0,0,0,dh&isCorrectAnswer=true"
139,EC38BD01D9,서울특별시 성동구 마장로 211,소대**,,서울 성동구,백반/가정식,왕십리,20140806,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%9E%A5%EB%A1%9C%20211/place/37915783?c=15.00,0,0,0,dh&isCorrectAnswer=true"
140,571F96C27E,서울특별시 성동구 마장로 223,김밥**,분식4,서울 성동구,분식,왕십리,20080619,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%9E%A5%EB%A1%9C%20223/place/17897283?c=15.00,0,0,0,dh&isCorrectAnswer=true"
141,C18835BA2E,서울특별시 성동구 마장로 227,달리***,,서울 성동구,포장마차,왕십리,20050701,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%9E%A5%EB%A1%9C%20227/place/17895106?c=15.00,0,0,0,dh&isCorrectAnswer=true"
142,44EA134147,서울특별시 성동구 마장로 232,권가*,,서울 성동구,한식-육류/고기,왕십리,20131024,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%9E%A5%EB%A1%9C%20232/place/32964336?c=15.00,0,0,0,dh&isCorrectAnswer=true"
143,D86773997F,서울특별시 성동구 마장로 283,세계********,주류1,서울 성동구,주류,,20080613,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%9E%A5%EB%A1%9C%20283/place/1382744515?c=15.00,0,0,0,dh&isCorrectAnswer=true"
144,F3D0744667,서울특별시 성동구 마장로 296,비어**,호프/맥주3,서울 성동구,호프/맥주,,20060925,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%9E%A5%EB%A1%9C%20296/place/1402315922?c=15.00,0,0,0,dh&isCorrectAnswer=true"
145,43195F0299,서울특별시 성동구 마장로 321,나*,,서울 성동구,백반/가정식,,20020403,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%9E%A5%EB%A1%9C%20321/place/32084595?c=15.00,0,0,0,dh&isCorrectAnswer=true"
146,41CD6D7430,서울특별시 성동구 마장로 326,들창*,,서울 성동구,한식-육류/고기,,20080520,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%9E%A5%EB%A1%9C%20326/place/32084690?c=15.00,0,0,0,dh&isCorrectAnswer=true"
147,E6D7A15FD3,서울특별시 성동구 마조로 17,레드**,,서울 성동구,분식,한양대,20100218,,-
148,149F54EBF0,서울특별시 성동구 마조로 17,금*,,서울 성동구,중식당,한양대,20110808,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C%2017/place/17899439?c=15.00,0,0,0,dh&isCorrectAnswer=true"
149,1F43B61BB2,서울특별시 성동구 마조로 17,든든****,,서울 성동구,호프/맥주,한양대,20130830,,-
150,2C264531BC,서울특별시 성동구 마조로 17,주물****,,서울 성동구,한식-육류/고기,한양대,20080812,,-
151,D1138B8FD3,서울특별시 성동구 마조로 17,올레*******,,서울 성동구,한식-육류/고기,한양대,20110906,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C%2017/place/37892230?c=15.00,0,0,0,dh&isCorrectAnswer=true"
152,73F46BB8A3,서울특별시 성동구 마조로 17,육지**,,서울 성동구,한식-육류/고기,한양대,20131018,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C%2017/place/467369277?c=15.00,0,0,0,dh&isCorrectAnswer=true"
153,FF37DA45D4,서울특별시 성동구 마조로 17,꼬지***,,서울 성동구,한식-육류/고기,한양대,20131118,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C%2017/place/32964545?c=15.00,0,0,0,dh&isCorrectAnswer=true"
154,7A6A7EB10A,서울특별시 성동구 마조로 17,이모*****,,서울 성동구,한식-육류/고기,한양대,20141125,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C%2017/place/1135620624?c=15.00,0,0,0,dh&isCorrectAnswer=true"
155,55B960CBD0,서울특별시 성동구 마조로 17,더구**,,서울 성동구,한식-육류/고기,한양대,20150624,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C%2017/place/37869914?c=15.00,0,0,0,dh&isCorrectAnswer=true"
156,0E559E84F4,서울특별시 성동구 마조로 17,양대*,,서울 성동구,한식-육류/고기,한양대,20160401,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C%2017/place/13496755?c=15.00,0,0,0,dh&isCorrectAnswer=true"
157,42326C1AF5,서울특별시 성동구 마조로 21,금*,,서울 성동구,중식당,한양대,20011218,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C%2021/place/1702222471?c=15.00,0,0,0,dh&isCorrectAnswer=true"
158,3BCE6D8224,서울특별시 성동구 마조로 21,쏘러*,,서울 성동구,호프/맥주,한양대,20140722,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C%2021/place/34362958?c=15.00,0,0,0,dh&isCorrectAnswer=true"
159,FCAF2BC53E,서울특별시 성동구 마조로 21,빽다******,커피전문점4,서울 성동구,커피전문점,한양대,20150731,20250818.0,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C%2021/place/37162396?c=15.00,0,0,0,dh&isCorrectAnswer=true"
160,87EDA03BF6,서울특별시 성동구 마조로 25,뉴스*****,호프/맥주7,서울 성동구,호프/맥주,한양대,20150820,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C%2025/place/1039499613?c=15.00,0,0,0,dh&isCorrectAnswer=true"
161,E10B522E89,서울특별시 성동구 마조로 25,이가**,,서울 성동구,한식-육류/고기,한양대,20050207,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C%2025/place/17899875?c=15.00,0,0,0,dh&isCorrectAnswer=true"
162,9DB8C036CD,서울특별시 성동구 마조로 27,달포*,,서울 성동구,포장마차,한양대,20151229,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C%2027/place/33152451?c=15.00,0,0,0,dh&isCorrectAnswer=true"
163,3AE3E04CCF,서울특별시 성동구 마조로 29,쥬*,주스1,서울 성동구,주스,한양대,20150526,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C%2029/place/1158298913?c=15.00,0,0,0,dh&isCorrectAnswer=true"
164,13CF34E13D,서울특별시 성동구 마조로 29,행컵*****,백반/가정식23,서울 성동구,백반/가정식,한양대,20220420,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C%2029/place/1015272814?c=15.00,0,0,0,dh&isCorrectAnswer=true"
165,1AEC503D19,서울특별시 성동구 마조로 31,교촌*******,치킨6,서울 성동구,치킨,한양대,20181113,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C%2031/place/1689843294?c=15.00,0,0,0,dh&isCorrectAnswer=true"
166,27751D8C2E,서울특별시 성동구 마조로 33,악어***,,서울 성동구,분식,한양대,20110517,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C%2033/place/36210603?c=15.00,0,0,0,dh&isCorrectAnswer=true"
167,B3E898AB24,서울특별시 성동구 마조로 34,본도*********,도시락2,서울 성동구,도시락,한양대,20141120,,
168,77F596FCF5,서울특별시 성동구 마조로 35,본죽*********,한식-죽2,서울 성동구,한식-죽,한양대,20140523,,-
169,64E401B0CC,서울특별시 성동구 마조로 55,청담**,,서울 성동구,반찬,,20160325,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C%2055/place/37700378?c=15.00,0,0,0,dh&isCorrectAnswer=true"
170,05992E2BE5,서울특별시 성동구 매봉길 13,락앤*****,중식당1,서울 성동구,중식당,,20140507,,-
171,2324CB55B4,서울특별시 성동구 매봉길 16,래미***,,서울 성동구,한식-단품요리일반,옥수,20110314,,-
172,CF7D4E4D69,서울특별시 성동구 매봉길 22,함흥***,,서울 성동구,한식-국밥/설렁탕,옥수,20130802,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%A4%EB%B4%89%EA%B8%B8%2022/place/1404192352?c=15.00,0,0,0,dh&isCorrectAnswer=true"
173,69013447B1,서울특별시 성동구 무학로 10,냉삼*********,,서울 성동구,한식-육류/고기,,20210420,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%AC%B4%ED%95%99%EB%A1%9C%2010/place/1261287840?c=15.00,0,0,0,dh&isCorrectAnswer=true"
174,765AA249BB,서울특별시 성동구 무학로 33,좋은******,,서울 성동구,식료품,,20231120,,-
175,158EC80184,서울특별시 성동구 무학로 33,푸른**,,서울 성동구,축산물,,20241210,,-
176,56F352C52C,서울특별시 성동구 무학로 33,퀸타*****,,서울 성동구,베이커리,,20161118,,-
177,5FCE089938,서울특별시 성동구 무학로 33,이디******,커피전문점6,서울 성동구,커피전문점,,20161117,,-
178,A8B5572DE8,서울특별시 성동구 무학로 33,애정***,,서울 성동구,백반/가정식,,20081215,,-
179,3CAACEBFFD,서울특별시 성동구 무학로 36,한국***,,서울 성동구,백반/가정식,,20140217,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%AC%B4%ED%95%99%EB%A1%9C%2036/place/17895109?c=15.00,0,0,0,dh&isCorrectAnswer=true"
180,52BE681A0A,서울특별시 성동구 사근동 178,미네***,,서울 성동구,일식-우동/소바/라면,한양대,20161014,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%82%AC%EA%B7%BC%EB%8F%99%20178/place/55655365?c=15.00,0,0,0,dh&isCorrectAnswer=true"
181,8532D4C362,서울특별시 성동구 사근동11길,그린******,,서울 성동구,카페,,20230223,,
182,50832A2B37,서울특별시 성동구 사근동길 4,비*,,서울 성동구,한식-찌개/전골,한양대,20090729,,-
183,3D05D0CBE9,서울특별시 성동구 상왕십리동,일미**********,한식-육류/고기21,서울 성동구,한식-육류/고기,,20140812,,
184,E961D9800C,서울특별시 성동구 상왕십리동,옐로************,,서울 성동구,한식-단품요리일반,,20211109,,
185,7FD59667F6,서울특별시 성동구 상원10길 6,풍년*****,,서울 성동구,백반/가정식,뚝섬,20090520,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%83%81%EC%9B%9010%EA%B8%B8%206/place/35507532?c=15.00,0,0,0,dh&isCorrectAnswer=true"
186,B0B5E9F0A8,서울특별시 성동구 상원10길 8,미락******,,서울 성동구,한식-국수/만두,뚝섬,20100610,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%83%81%EC%9B%9010%EA%B8%B8%208/place/17919032?c=15.00,0,0,0,dh&isCorrectAnswer=true"
187,F425FD13E4,서울특별시 성동구 상원1길 15,돈벼***,,서울 성동구,한식-육류/고기,뚝섬,19991015,,-
188,BD237E8126,서울특별시 성동구 상원2길 5,페로************,,서울 성동구,카페,뚝섬,20200407,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%83%81%EC%9B%902%EA%B8%B8%205/place/1780640722?c=15.00,0,0,0,dh&isCorrectAnswer=true"
189,87CD1EAFC6,서울특별시 성동구 상원6길 4,호남**,,서울 성동구,백반/가정식,뚝섬,20121122,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%83%81%EC%9B%906%EA%B8%B8%204/place/18787828?c=15.00,0,0,0,dh&isCorrectAnswer=true"
190,A194A2CDE5,서울특별시 성동구 상원8길 1,좋은**,,서울 성동구,농산물,뚝섬,20150206,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%83%81%EC%9B%908%EA%B8%B8%201/place/1931156371?c=15.00,0,0,0,dh&isCorrectAnswer=true"
191,AEE017222D,서울특별시 성동구 상원길 11,연탄****,,서울 성동구,한식-해물/생선,뚝섬,20130507,,-
192,6B31815A9D,서울특별시 성동구 상원길 19,개인****************,,서울 성동구,카페,뚝섬,20150630,,-
193,968834B420,서울특별시 성동구 상원길 24,백채*********,한식-찌개/전골1,서울 성동구,한식-찌개/전골,뚝섬,20111205,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%83%81%EC%9B%90%EA%B8%B8%2024/place/1215915137?c=15.00,0,0,0,dh&isCorrectAnswer=true"
194,B7564CFF4B,서울특별시 성동구 상원길 24,미사*,,서울 성동구,한식-단품요리일반,뚝섬,20131210,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%83%81%EC%9B%90%EA%B8%B8%2024/place/1174323400?c=15.00,0,0,0,dh&isCorrectAnswer=true"
195,9092940228,서울특별시 성동구 상원길 39,하이***,,서울 성동구,분식,뚝섬,20150708,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%83%81%EC%9B%90%EA%B8%B8%2039/place/20826318?c=15.00,0,0,0,dh&isCorrectAnswer=true"
196,CD0848A352,서울특별시 성동구 상원길 39,쥬씨*****,주스1,서울 성동구,주스,뚝섬,20160718,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%83%81%EC%9B%90%EA%B8%B8%2039/place/38448527?c=15.00,0,0,0,dh&isCorrectAnswer=true"
197,DA1B23659C,서울특별시 성동구 상원길 51,종로**,,서울 성동구,떡/한과 제조,뚝섬,20131204,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%83%81%EC%9B%90%EA%B8%B8%2051/place/34015683?c=15.00,0,0,0,dh&isCorrectAnswer=true"
198,EC5DF75B11,서울특별시 성동구 상원길 59,신전***,분식12,서울 성동구,분식,뚝섬,20160622,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%83%81%EC%9B%90%EA%B8%B8%2059/place/38349872?c=15.00,0,0,0,dh&isCorrectAnswer=true"
199,7727CDA849,서울특별시 성동구 상원길 64,코너*,,서울 성동구,양식,뚝섬,20191011,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%83%81%EC%9B%90%EA%B8%B8%2064/place/1688205316?c=15.00,0,0,0,dh&isCorrectAnswer=true"
200,735CDC10F9,서울특별시 성동구 상원길 66,일로*******,,서울 성동구,한식-단품요리일반,뚝섬,20160610,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%83%81%EC%9B%90%EA%B8%B8%2066/place/37932476?c=15.00,0,0,0,dh&isCorrectAnswer=true"
201,F42D0B483B,서울특별시 성동구 성수1가1동,동부**,,서울 성동구,축산물,성수,20140212,,
202,3DEF9DCDB9,서울특별시 성동구 아차산로 6,김밥**,분식4,서울 성동구,분식,뚝섬,20060427,,-
203,D9C37DB102,서울특별시 성동구 용답19길 5,로데***,,서울 성동구,한식-육류/고기,답십리,20050525,,-
204,F5F6298388,서울특별시 성동구 용답동 5-3,동호**,,서울 성동구,일식당,답십리,19960112,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%9A%A9%EB%8B%B5%EB%8F%99%205-3/place/32086758?c=15.00,0,0,0,dh&isCorrectAnswer=true"
205,D10F02182E,서울특별시 성동구 장터길 37,과일**,,서울 성동구,청과물,금남시장,20240118,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%9E%A5%ED%84%B0%EA%B8%B8%2037/place/1233468600?c=15.00,0,0,0,dh&isCorrectAnswer=true"
206,B3301EF2AC,서울특별시 성동구 장터길 39,부원**,,서울 성동구,한식-냉면,금남시장,20070822,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%9E%A5%ED%84%B0%EA%B8%B8%2039/place/13130477?c=15.00,0,0,0,dh&isCorrectAnswer=true"
207,747B2FF05E,서울특별시 성동구 장터길 46,장군**,,서울 성동구,백반/가정식,금남시장,20090511,,-
208,BD1FD7F407,서울특별시 성동구 행당로 103,바르********,분식10,서울 성동구,분식,행당,20141204,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%ED%96%89%EB%8B%B9%EB%A1%9C%20103/place/36174545?c=15.00,0,0,0,dh&isCorrectAnswer=true"
209,9977D38E3F,서울특별시 성동구 행당로 119,이삭***,샌드위치/토스트3,서울 성동구,샌드위치/토스트,행당,20150430,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%ED%96%89%EB%8B%B9%EB%A1%9C%20119/place/37122528?c=15.00,0,0,0,dh&isCorrectAnswer=true"
210,88375A5971,서울특별시 성동구 행당로 129,김밥**,,서울 성동구,분식,왕십리,20080328,,-
211,3114F5BFDA,서울특별시 성동구 행당로 76,도담**,,서울 성동구,인삼제품,행당,20131028,,-
212,EB66B019B5,서울특별시 성동구 행당로 79,카페*********,,서울 성동구,카페,행당,20160621,,-
213,CA28FD6B8A,서울특별시 성동구 행당로 82,왕십***,,서울 성동구,미곡상,행당,20140818,,-
214,66317DF98C,서울특별시 성동구 행당로 84,치치****,,서울 성동구,주류,행당,20210506,,-
215,D731C6D372,서울특별시 성동구 행당로 84,커피********,커피전문점9,서울 성동구,커피전문점,행당,20150910,,-
216,1F08E8119D,서울특별시 성동구 행당로 87,비타***,청과물1,서울 성동구,청과물,행당,20160108,,-
217,DFC09E5F2A,서울특별시 성동구 행당로 87,빵굼*,베이커리6,서울 성동구,베이커리,행당,20130304,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%ED%96%89%EB%8B%B9%EB%A1%9C%2087/place/1932072486?c=15.00,0,0,0,dh&isCorrectAnswer=true"
218,5B3DE5F17F,서울특별시 성동구 행당로 87,방가*****,,서울 성동구,한식-육류/고기,행당,20150821,,-
219,17725DC7CA,서울특별시 성동구 금호동1가,종로**,,서울 성동구,떡/한과 제조,,20090206,,
